29.2,30.6038596,34.8449676,39.392762,44.363468,50.455588
39.3438984,40.980028,46.829176,53.783896,60.51684,68.540368
50.592692,52.728228,60.47708,68.513336,78.251624,88.5276
63.127608,65.99966,76.046776,85.60814,98.286556,112.29546
77.004832,80.78416,93.2923,105.561292,120.300416,137.001992
92.218236,97.163872,112.376896,127.570044,144.258336,165.968488
108.923832,115.061568,134.061112,154.232372,173.907792,198.87174
127.055288,134.834648,156.390792,177.673132,203.638128,230.748264
146.665884,156.592948,181.584888,206.38128,237.189536,265.524612
167.820228,179.747572,208.852396,237.68494,274.675336,309.803308
190.731816,205.076228,238.66408,271.98926,314.372956,357.325
