state, elapsed ms, dt, acc x, acc y, acc z, alt, pressure mbar, barometer temp, kalman alt, kalman vel, kalman acc, utc time, lat, long, hdop, msl alt, geoid sep, pos fix, sats used,extention
1,11348336,0.007,-29.017193,-0.623437,-0.363672,-0.029064,1009.5,40.52,5.544787,-27.304426,-23.953556,0,0,0,0,0,0,0,0,0
2,11348350,0.007,-61.958218,-0.412891,-0.555078,21.297098,1006.950012,40.5,14.061711,-6.0593,-51.697536,0,0,0,0,0,0,0,0,0
2,11348364,0.007,-116.394165,-1.59961,-0.689063,21.297098,1006.950012,40.5,18.0191,2.040594,-106.431656,0,0,0,0,0,0,0,0,0
2,11348378,0.007,-123.28479,-1.523047,0.191406,21.297098,1006.950012,40.5,19.53388,3.973295,-120.348633,0,0,0,0,0,0,0,0,0
2,11348392,0.007,-124.069557,-1.867578,-0.038281,14.350439,1007.780029,40.5,17.256779,-3.58167,-123.739525,0,0,0,0,0,0,0,0,0
2,11348406,0.007,-122.863701,-1.771875,-1.358985,18.282213,1007.309998,40.5,16.468246,-7.056147,-123.013435,0,0,0,0,0,0,0,0,0
2,11348420,0.007,-122.940262,-1.637891,-1.033594,18.282213,1007.309998,40.5,18.455206,-3.598997,-122.946732,0,0,0,0,0,0,0,0,0
2,11348434,0.007,-122.327759,-1.810157,0.076563,21.297098,1006.950012,40.5,19.481464,-2.587676,-122.510735,0,0,0,0,0,0,0,0,0
2,11348448,0.007,-121.370728,-0.987109,-0.535938,19.286291,1007.190002,40.5,15.434134,-14.087797,-121.672005,0,0,0,0,0,0,0,0,0
2,11348462,0.007,-119.935181,-2.958594,-0.669922,33.359283,1005.51001,40.5,18.890589,-6.424583,-120.269188,0,0,0,0,0,0,0,0,0
2,11348476,0.007,-119.169556,-3.896485,-0.631641,9.332674,1008.380005,40.5,15.514081,-16.299814,-119.42733,0,0,0,0,0,0,0,0,0
2,11348490,0.007,-118.901588,-3.13086,-0.880469,3.979334,1009.02002,40.52,10.666678,-29.470652,-118.948349,0,0,0,0,0,0,0,0,0
2,11348504,0.007,-119.169556,-2.250391,-0.535938,2.309389,1009.219971,40.5,11.673183,-27.785412,-119.033936,0,0,0,0,0,0,0,0,0
2,11348518,0.007,-119.609795,-2.882032,-0.421094,27.326872,1006.22998,40.5,18.612011,-11.167056,-119.558533,0,0,0,0,0,0,0,0,0
2,11348532,0.007,-119.514091,-3.092579,-0.59336,19.286291,1007.190002,40.5,16.046078,-18.697012,-119.473991,0,0,0,0,0,0,0,0,0
2,11348546,0.007,-119.85862,-2.326953,-0.30625,14.934393,1007.710022,40.52,17.779055,-15.475199,-119.752457,0,0,0,0,0,0,0,0,0
2,11348560,0.007,-120.547684,-2.020703,-0.325391,12.342276,1008.02002,40.5,12.370423,-29.960442,-120.397133,0,0,0,0,0,0,0,0,0
2,11348574,0.007,-120.37542,-3.073438,-0.287109,5.318991,1008.859985,40.5,8.395339,-40.459686,-120.413445,0,0,0,0,0,0,0,0,0
2,11348588,0.007,-120.260574,-2.058985,-1.20586,19.286291,1007.190002,40.5,15.780476,-22.405752,-120.274017,0,0,0,0,0,0,0,0,0
2,11348602,0.007,-120.394554,-2.269531,0.708203,19.286291,1007.190002,40.5,19.41209,-14.31873,-120.315773,0,0,0,0,0,0,0,0,0
2,11348616,0.007,-120.58596,-0.164062,0,15.354521,1007.659973,40.5,17.782795,-19.556311,-120.562035,0,0,0,0,0,0,0,0,0
2,11348630,0.007,-120.643387,-0.39375,-0.153125,19.957441,1007.109985,40.52,18.837803,-17.911718,-120.604118,0,0,0,0,0,0,0,0,0
2,11348644,0.007,-120.930496,-0.566016,-0.267969,22.30118,1006.830017,40.5,19.000679,-18.489506,-120.841461,0,0,0,0,0,0,0,0,0
2,11348658,0.007,-122.155495,-1.484766,0.248828,24.980494,1006.51001,40.52,20.541441,-15.645434,-121.946785,0,0,0,0,0,0,0,0,0
2,11348672,0.007,-122.576591,-1.695313,-0.267969,15.938475,1007.590027,40.52,18.70458,-21.383062,-122.432701,0,0,0,0,0,0,0,0,0
2,11348683,0.011,-123.055107,-1.61875,-0.287109,17.278131,1007.429993,40.5,18.09433,-23.66198,-122.869743,0,0,0,0,0,0,0,0,0
2,11348696,0.007,-123.28479,-1.465625,-0.191406,24.311987,1006.590027,40.5,23.379536,-11.411389,-123.247902,0,0,0,0,0,0,0,0,0
2,11348710,0.007,-123.571899,-1.580469,-0.229688,23.305262,1006.710022,40.5,21.927061,-16.278566,-123.511131,0,0,0,0,0,0,0,0,0
2,11348724,0.007,-123.80159,-1.637891,-0.191406,13.346357,1007.900024,40.5,18.986843,-24.793282,-123.775909,0,0,0,0,0,0,0,0,0
2,11348738,0.007,-124.624634,-1.542188,-0.267969,16.358603,1007.539978,40.5,16.951778,-30.692881,-124.493324,0,0,0,0,0,0,0,0,0
2,11348752,0.007,-124.471512,-1.503906,-0.30625,26.320147,1006.349976,40.5,22.006912,-18.775784,-124.505363,0,0,0,0,0,0,0,0,0
2,11348766,0.007,-124.950027,-1.561328,-0.229688,31.348482,1005.75,40.5,26.122564,-9.579287,-124.838425,0,0,0,0,0,0,0,0,0
2,11348780,0.007,-124.96917,-1.695313,-0.153125,27.995378,1006.150024,40.52,26.661058,-9.612209,-124.953545,0,0,0,0,0,0,0,0,0
2,11348794,0.007,-125.103149,-1.791016,-0.382813,13.346357,1007.900024,40.5,21.931532,-22.851002,-125.090019,0,0,0,0,0,0,0,0,0
2,11348808,0.007,-125.562531,-1.695313,-0.153125,24.311987,1006.590027,40.5,23.213564,-20.603018,-125.488564,0,0,0,0,0,0,0,0,0
2,11348822,0.007,-125.830498,-1.695313,-0.038281,25.316065,1006.469971,40.5,23.273144,-21.437454,-125.80014,0,0,0,0,0,0,0,0,0
2,11348836,0.007,-126.653542,-1.523047,-0.210547,25.316065,1006.469971,40.5,24.388199,-19.670515,-126.50576,0,0,0,0,0,0,0,0,0
2,11348850,0.007,-126.653542,-1.3125,-0.095703,31.348482,1005.75,40.5,27.676905,-12.539856,-126.64035,0,0,0,0,0,0,0,0,0
2,11348864,0.007,-126.596123,-1.082813,0.153125,32.352562,1005.630005,40.5,28.722578,-11.194216,-126.603996,0,0,0,0,0,0,0,0,0
2,11348878,0.007,-126.768387,-1.542188,0.019141,23.305262,1006.710022,40.5,27.514364,-15.617401,-126.717834,0,0,0,0,0,0,0,0,0
2,11348892,0.007,-127.055496,-1.59961,-0.191406,24.311987,1006.590027,40.5,27.87776,-16.000332,-127.025574,0,0,0,0,0,0,0,0,0
2,11348906,0.007,-127.419167,-1.369922,-0.076563,31.348482,1005.75,40.5,28.915333,-14.592131,-127.360191,0,0,0,0,0,0,0,0,0
2,11348920,0.007,-127.629715,-1.389063,0.172266,31.348482,1005.75,40.5,30.073614,-12.96003,-127.605774,0,0,0,0,0,0,0,0,0
2,11348934,0.007,-128.318771,-1.408203,-0.095703,29.337679,1005.98999,40.5,29.571312,-15.525231,-128.183472,0,0,0,0,0,0,0,0,0
2,11348948,0.007,-128.644165,-1.235938,0.019141,30.341761,1005.869995,40.5,28.092628,-20.367262,-128.535233,0,0,0,0,0,0,0,0,0
2,11348962,0.007,-129.065262,-1.025391,0.229688,36.376816,1005.150024,40.5,31.417368,-13.132127,-128.958099,0,0,0,0,0,0,0,0,0
2,11348976,0.007,-129.333237,-0.757422,0.516797,34.366013,1005.390015,40.5,32.421124,-11.94105,-129.243881,0,0,0,0,0,0,0,0,0
2,11348990,0.007,-129.562912,-0.757422,0.325391,38.390266,1004.909973,40.5,33.934608,-9.488136,-129.534546,0,0,0,0,0,0,0,0,0
2,11349004,0.007,-130.328537,-0.891406,0.535938,32.352562,1005.630005,40.5,33.889977,-11.096004,-130.166046,0,0,0,0,0,0,0,0,0
2,11349015,0.011,-130.826202,-0.776563,0.497656,36.712387,1005.109985,40.48,34.675968,-10.234614,-130.629547,0,0,0,0,0,0,0,0,0
2,11349028,0.007,-131.132446,-0.527734,0.6125,34.366013,1005.390015,40.5,33.988033,-13.279545,-131.08783,0,0,0,0,0,0,0,0,0
2,11349042,0.007,-132.070343,-0.278906,0.937891,38.725838,1004.869995,40.48,35.204796,-11.566702,-131.871048,0,0,0,0,0,0,0,0,0
2,11349056,0.007,-132.663696,-0.451172,0.803906,38.390266,1004.909973,40.5,36.126736,-10.671966,-132.469254,0,0,0,0,0,0,0,0,0
2,11349070,0.007,-133.792999,-0.508594,1.167578,37.719116,1004.98999,40.48,37.529266,-8.681555,-133.551453,0,0,0,0,0,0,0,0,0
2,11349084,0.007,-134.348068,-0.546875,1.129297,36.376816,1005.150024,40.5,36.622135,-12.476583,-134.161331,0,0,0,0,0,0,0,0,0
2,11349098,0.007,-134.788315,-0.623437,1.20586,38.390266,1004.909973,40.5,37.445812,-11.851844,-134.732666,0,0,0,0,0,0,0,0,0
2,11349112,0.007,-135.917603,-0.546875,1.51211,37.719116,1004.98999,40.48,37.046356,-14.289676,-135.684387,0,0,0,0,0,0,0,0,0
2,11349126,0.007,-136.396118,-0.412891,1.684375,38.390266,1004.909973,40.5,36.973354,-15.830417,-136.332962,0,0,0,0,0,0,0,0,0
2,11349140,0.007,-137.429718,-0.451172,1.894922,40.40107,1004.669983,40.5,38.207962,-14.086082,-137.224304,0,0,0,0,0,0,0,0,0
2,11349154,0.007,-137.716827,-0.470312,1.933204,37.719116,1004.98999,40.48,37.826504,-16.439455,-137.613098,0,0,0,0,0,0,0,0,0
2,11349168,0.007,-138.348465,-0.336328,2.182032,43.756813,1004.27002,40.48,40.596584,-10.873905,-138.207108,0,0,0,0,0,0,0,0,0
2,11349182,0.007,-138.865265,-0.259766,2.14375,41.74337,1004.51001,40.48,40.593903,-12.393421,-138.698792,0,0,0,0,0,0,0,0,0
2,11349196,0.007,-139.516052,-0.355469,2.028907,40.736641,1004.630005,40.48,40.77874,-13.435224,-139.443558,0,0,0,0,0,0,0,0,0
2,11349210,0.007,-140.492218,-0.412891,2.411719,42.750092,1004.390015,40.48,42.359779,-10.996062,-140.315109,0,0,0,0,0,0,0,0,0
2,11349224,0.007,-140.836746,-0.623437,2.641407,40.736641,1004.630005,40.48,42.061939,-13.31918,-140.790482,0,0,0,0,0,0,0,0,0
2,11349238,0.007,-141.812927,-0.987109,2.698829,40.736641,1004.630005,40.48,41.683014,-15.767842,-141.614151,0,0,0,0,0,0,0,0,0
2,11349252,0.007,-142.080887,-1.025391,2.73711,47.786354,1003.789978,40.48,44.110725,-11.111035,-141.983368,0,0,0,0,0,0,0,0,0
2,11349266,0.007,-142.865662,-1.178516,2.871094,44.763535,1004.150024,40.48,43.917408,-13.155957,-142.679306,0,0,0,0,0,0,0,0,0
2,11349280,0.007,-143.267609,-1.350781,2.947657,45.772903,1004.030029,40.48,45.219727,-11.446145,-143.131332,0,0,0,0,0,0,0,0,0
2,11349294,0.007,-143.478149,-1.427344,2.985938,48.121925,1003.75,40.459999,47.088787,-8.390727,-143.447357,0,0,0,0,0,0,0,0,0
2,11349308,0.007,-144.22464,-1.561328,2.813673,49.128647,1003.630005,40.459999,47.430809,-9.209548,-144.067596,0,0,0,0,0,0,0,0,0
2,11349322,0.007,-144.569168,-1.427344,2.966798,45.772903,1004.030029,40.48,46.982738,-12.0144,-144.524689,0,0,0,0,0,0,0,0,0
2,11349336,0.007,-145.583618,-1.465625,3.234766,51.144737,1003.390015,40.459999,49.292854,-7.864275,-145.381561,0,0,0,0,0,0,0,0,0
2,11349350,0.007,-145.889877,-1.503906,3.158204,50.135376,1003.51001,40.459999,49.226074,-9.748099,-145.780731,0,0,0,0,0,0,0,0,0
2,11349361,0.011,-146.291824,-1.446485,3.005079,51.144737,1003.390015,40.459999,49.741245,-9.772035,-146.139572,0,0,0,0,0,0,0,0,0
2,11349374,0.007,-147.095734,-1.714453,3.234766,53.158188,1003.150024,40.459999,50.584976,-9.211171,-146.934814,0,0,0,0,0,0,0,0,0
2,11349388,0.007,-147.51683,-1.695313,3.139063,53.158188,1003.150024,40.459999,52.298721,-6.67387,-147.377106,0,0,0,0,0,0,0,0,0
2,11349402,0.007,-147.880493,-1.61875,3.02422,56.183647,1002.789978,40.459999,54.066902,-4.073255,-147.8358,0,0,0,0,0,0,0,0,0
2,11349416,0.007,-148.550415,-1.963281,2.201172,58.199738,1002.549988,40.459999,56.206882,-0.654531,-148.410919,0,0,0,0,0,0,0,0,0
2,11349430,0.007,-149.04808,-2.192969,2.335157,58.535309,1002.51001,40.450001,56.470444,-1.996302,-148.991531,0,0,0,0,0,0,0,0,0
2,11349444,0.007,-149.794571,-2.250391,2.335157,57.52594,1002.630005,40.450001,57.002003,-2.668065,-149.639252,0,0,0,0,0,0,0,0,0
2,11349458,0.007,-150.34964,-2.269531,2.354297,60.551399,1002.27002,40.450001,59.431015,1.37579,-150.170502,0,0,0,0,0,0,0,0,0
2,11349472,0.007,-151.115265,-2.23125,2.201172,62.56749,1002.030029,40.450001,61.748337,4.984015,-150.955368,0,0,0,0,0,0,0,0,0
2,11349486,0.007,-151.325821,-2.384375,1.990625,66.60495,1001.549988,40.450001,64.124329,8.645284,-151.248871,0,0,0,0,0,0,0,0,0
2,11349500,0.007,-151.440659,-2.346094,1.550391,65.595589,1001.669983,40.450001,64.962112,8.342838,-151.42363,0,0,0,0,0,0,0,0,0
2,11349514,0.007,-152.244568,-2.154688,1.397266,66.940529,1001.51001,40.43,66.064995,8.698129,-152.075653,0,0,0,0,0,0,0,0,0
2,11349528,0.007,-152.493393,-2.039844,1.110157,67.614319,1001.429993,40.450001,67.017357,8.659824,-152.456314,0,0,0,0,0,0,0,0,0
2,11349542,0.007,-153.565262,-2.001563,0.937891,69.630409,1001.190002,40.450001,67.871948,8.388218,-153.35878,0,0,0,0,0,0,0,0,0
2,11349556,0.007,-153.833237,-1.848438,0.880469,70.977989,1001.030029,40.43,68.911263,8.587521,-153.735077,0,0,0,0,0,0,0,0,0
2,11349570,0.007,-154.330887,-1.848438,0.631641,69.968628,1001.150024,40.43,69.309822,7.161751,-154.22998,0,0,0,0,0,0,0,0,0
2,11349584,0.007,-154.67543,-1.867578,0.784766,74.006088,1000.669983,40.43,71.252037,9.636179,-154.563812,0,0,0,0,0,0,0,0,0
2,11349598,0.007,-155.039093,-1.676172,0.995313,74.341667,1000.630005,40.41,73.759033,13.369281,-154.996902,0,0,0,0,0,0,0,0,0
2,11349612,0.007,-156.149246,-1.695313,0.669922,75.353676,1000.51001,40.41,74.845901,13.449149,-155.914902,0,0,0,0,0,0,0,0,0
2,11349626,0.007,-156.589493,-1.580469,0.91875,77.036835,1000.309998,40.43,75.295486,11.968759,-156.529617,0,0,0,0,0,0,0,0,0
2,11349640,0.007,-157.125427,-1.082813,1.301563,78.381775,1000.150024,40.41,76.573051,12.581047,-157.024506,0,0,0,0,0,0,0,0,0
2,11349654,0.007,-157.278549,-0.833984,1.167578,78.381775,1000.150024,40.41,77.181015,11.506493,-157.223969,0,0,0,0,0,0,0,0,0
2,11349668,0.007,-158.101593,-0.872266,0.631641,78.381775,1000.150024,40.41,77.898537,10.712279,-157.919647,0,0,0,0,0,0,0,0,0
2,11349682,0.007,-158.388702,-0.661719,0.421094,82.760094,999.630005,40.400002,80.250153,14.018544,-158.287003,0,0,0,0,0,0,0,0,0
2,11349693,0.011,-158.52269,-0.355469,0.287109,84.781471,999.390015,40.400002,81.755997,15.695332,-158.452438,0,0,0,0,0,0,0,0,0
2,11349706,0.007,-158.867218,-0.164062,0.248828,83.772102,999.51001,40.400002,82.272064,14.459475,-158.830399,0,0,0,0,0,0,0,0,0
2,11349720,0.007,-159.518005,0.065625,0.574219,82.760094,999.630005,40.400002,83.517639,14.823469,-159.39296,0,0,0,0,0,0,0,0,0
2,11349734,0.007,-159.919952,-0.10664,0.708203,85.79348,999.27002,40.400002,85.049728,15.904998,-159.873184,0,0,0,0,0,0,0,0,0
2,11349748,0.007,-160.57074,-0.336328,0.516797,90.174446,998.75,40.380001,87.654831,19.62608,-160.448761,0,0,0,0,0,0,0,0,0
2,11349762,0.007,-160.896133,-0.336328,0.363672,89.162437,998.869995,40.380001,87.646294,16.74161,-160.788376,0,0,0,0,0,0,0,0,0
2,11349776,0.007,-161.259796,-0.144922,0.555078,90.174446,998.75,40.380001,89.107353,17.57136,-161.177917,0,0,0,0,0,0,0,0,0
2,11349790,0.007,-161.642609,-0.221484,0.535938,90.174446,998.75,40.380001,89.803543,16.46616,-161.521317,0,0,0,0,0,0,0,0,0
2,11349804,0.007,-161.968002,-0.278906,0.516797,96.243851,998.030029,40.380001,92.44735,20.26874,-161.928314,0,0,0,0,0,0,0,0,0
2,11349818,0.007,-162.676208,-0.317187,1.51211,96.582069,997.98999,40.360001,93.683327,20.435696,-162.545776,0,0,0,0,0,0,0,0,0
2,11349832,0.007,-162.944168,-0.604297,1.665235,97.594086,997.869995,40.360001,95.022896,20.842825,-162.908783,0,0,0,0,0,0,0,0,0
2,11349846,0.007,-163.154724,-0.910547,1.703516,97.594086,997.869995,40.360001,96.540001,21.643852,-163.112869,0,0,0,0,0,0,0,0,0
2,11349860,0.007,-163.556671,-0.967969,1.856641,96.582069,997.98999,40.360001,96.727859,19.106274,-163.433243,0,0,0,0,0,0,0,0,0
2,11349874,0.007,-163.958633,-1.389063,2.73711,98.606094,997.75,40.360001,97.497566,18.109186,-163.891998,0,0,0,0,0,0,0,0,0
2,11349888,0.007,-163.882065,-1.446485,3.311329,100.968323,997.469971,40.34,98.365555,17.422379,-163.898926,0,0,0,0,0,0,0,0,0
2,11349902,0.007,-163.786362,-1.542188,3.502735,101.980331,997.349976,40.34,100.626495,20.17802,-163.79631,0,0,0,0,0,0,0,0,0
2,11349916,0.007,-164.226593,-2.269531,3.617579,104.004349,997.109985,40.34,102.343674,21.492937,-164.14035,0,0,0,0,0,0,0,0,0
2,11349930,0.007,-164.226593,-2.441797,3.847266,104.34256,997.070007,40.330002,103.269753,20.797848,-164.218918,0,0,0,0,0,0,0,0,0
2,11349944,0.007,-164.37973,-2.728907,2.794532,104.34256,997.070007,40.330002,103.260254,17.813925,-164.357452,0,0,0,0,0,0,0,0,0
2,11349958,0.007,-164.341446,-2.499219,3.005079,108.393234,996.590027,40.330002,106.105682,22.009115,-164.350815,0,0,0,0,0,0,0,0,0
2,11349972,0.007,-164.322296,-2.460938,4.019532,110.758118,996.309998,40.310001,108.437378,24.791622,-164.328781,0,0,0,0,0,0,0,0,0
2,11349986,0.007,-164.341446,-2.901172,4.344923,108.393234,996.590027,40.330002,108.6054,22.08432,-164.336319,0,0,0,0,0,0,0,0,0
2,11350000,0.007,-164.13089,-2.977735,3.885548,111.434555,996.22998,40.330002,109.90123,22.294672,-164.149078,0,0,0,0,0,0,0,0,0
2,11350014,0.007,-163.154724,-2.5375,3.483594,114.811432,995.830017,40.310001,111.709457,23.808939,-163.358963,0,0,0,0,0,0,0,0,0
2,11350025,0.011,-162.216827,-2.326953,3.311329,114.811432,995.830017,40.310001,112.846367,24.250999,-162.556976,0,0,0,0,0,0,0,0,0
2,11350038,0.007,-161.144958,-2.058985,2.985938,114.811432,995.830017,40.310001,113.841331,23.900141,-161.270203,0,0,0,0,0,0,0,0,0
2,11350052,0.007,-158.886368,-1.886719,3.139063,113.799423,995.950012,40.310001,114.004562,21.297237,-159.313995,0,0,0,0,0,0,0,0,0
2,11350066,0.007,-158.159012,-1.752735,3.521876,117.855392,995.469971,40.310001,115.76004,22.764582,-158.413544,0,0,0,0,0,0,0,0,0
2,11350080,0.007,-156.378937,-1.350781,3.04336,119.88205,995.22998,40.310001,117.082436,23.154716,-156.763535,0,0,0,0,0,0,0,0,0
2,11350094,0.007,-155.268784,-1.159375,2.277735,123.264221,994.830017,40.290001,119.642372,26.613708,-155.633499,0,0,0,0,0,0,0,0,0
2,11350108,0.007,-154.503159,-0.853125,2.871094,127.322815,994.349976,40.290001,122.57991,30.924759,-154.603348,0,0,0,0,0,0,0,0,0
2,11350122,0.007,-153.890656,-0.298047,2.564844,127.322815,994.349976,40.290001,125.326866,34.565262,-154.005875,0,0,0,0,0,0,0,0,0
2,11350136,0.007,-153.546127,-0.0875,2.890235,129.352127,994.109985,40.290001,127.724358,37.214432,-153.586868,0,0,0,0,0,0,0,0,0
2,11350150,0.007,-152.723083,0.352735,2.028907,127.661041,994.309998,40.27,128.795166,36.452679,-152.879776,0,0,0,0,0,0,0,0,0
2,11350164,0.007,-152.321121,0.429297,1.186719,131.722275,993.830017,40.27,130.185608,36.561787,-152.454712,0,0,0,0,0,0,0,0,0
2,11350178,0.007,-151.689484,0.869532,1.684375,136.800827,993.22998,40.27,133.082291,40.440708,-151.829346,0,0,0,0,0,0,0,0,0
2,11350192,0.007,-151.36409,0.850391,1.780079,132.736938,993.710022,40.27,134.104538,39.458912,-151.473419,0,0,0,0,0,0,0,0,0
2,11350206,0.007,-151.115265,0.888672,2.162891,138.153687,993.070007,40.259998,136.038345,40.835827,-151.147003,0,0,0,0,0,0,0,0,0
2,11350220,0.007,-149.871124,0.907813,2.411719,142.217575,992.590027,40.259998,139.182358,45.190823,-150.124344,0,0,0,0,0,0,0,0,0
2,11350234,0.007,-149.277771,0.850391,2.564844,143.234863,992.469971,40.259998,141.459503,47.240089,-149.352829,0,0,0,0,0,0,0,0,0
2,11350248,0.007,-148.359009,0.544141,2.909376,142.217575,992.590027,40.259998,142.89978,47.113598,-148.539246,0,0,0,0,0,0,0,0,0
2,11350262,0.007,-147.918777,0.429297,2.660547,138.153687,993.070007,40.259998,141.652466,40.301659,-148.065948,0,0,0,0,0,0,0,0,0
2,11350276,0.007,-147.210571,0.314453,2.698829,146.286743,992.109985,40.259998,143.532547,41.584511,-147.346451,0,0,0,0,0,0,0,0,0
2,11350290,0.007,-147.057449,0.295313,2.526563,146.286743,992.109985,40.259998,145.389832,42.729057,-147.115082,0,0,0,0,0,0,0,0,0
2,11350304,0.007,-147.000031,0.161328,2.43086,145.269455,992.22998,40.259998,146.181351,41.167175,-147.010239,0,0,0,0,0,0,0,0,0
2,11350318,0.007,-146.176987,-0.183203,1.914063,152.728729,991.349976,40.240002,148.340515,43.153214,-146.362915,0,0,0,0,0,0,0,0,0
2,11350332,0.007,-146.196121,-0.489453,2.813673,153.746017,991.22998,40.240002,150.207764,44.331959,-146.210861,0,0,0,0,0,0,0,0,0
2,11350346,0.007,-145.468781,-0.527734,2.947657,145.945892,992.150024,40.220001,150.672119,41.853264,-145.654755,0,0,0,0,0,0,0,0,0
2,11350360,0.007,-144.74144,-0.738281,1.894922,155.780609,990.98999,40.240002,153.036957,44.310165,-144.974518,0,0,0,0,0,0,0,0,0
2,11350371,0.011,-144.45433,-1.025391,4.383204,148.656906,991.830017,40.240002,152.008026,38.933426,-144.609314,0,0,0,0,0,0,0,0,0
2,11350384,0.007,-143.573853,-1.197656,2.564844,151.032349,991.549988,40.220001,153.334427,39.081909,-143.793823,0,0,0,0,0,0,0,0,0
2,11350398,0.007,-143.19104,-1.255078,2.583985,151.032349,991.549988,40.220001,153.092407,35.124119,-143.3246,0,0,0,0,0,0,0,0,0
2,11350412,0.007,-143.057068,-1.542188,2.507422,156.11882,990.950012,40.220001,153.859726,33.882885,-143.08078,0,0,0,0,0,0,0,0,0
2,11350426,0.007,-142.310577,-2.001563,2.12461,148.318695,991.869995,40.200001,152.234467,26.664875,-142.479034,0,0,0,0,0,0,0,0,0
2,11350440,0.007,-141.736359,-2.020703,1.933204,151.032349,991.549988,40.220001,152.029465,23.273035,-141.802261,0,0,0,0,0,0,0,0,0
2,11350454,0.007,-141.449249,-2.21211,1.799219,156.11882,990.950012,40.220001,153.483475,24.16856,-141.46051,0,0,0,0,0,0,0,0,0
2,11350468,0.007,-141.257843,-1.90586,1.722657,152.387863,991.390015,40.200001,154.12677,22.944263,-141.315872,0,0,0,0,0,0,0,0,0
2,11350482,0.007,-140.358231,-1.963281,1.492969,157.476974,990.789978,40.200001,155.409027,23.431782,-140.519211,0,0,0,0,0,0,0,0,0
2,11350496,0.007,-139.841431,-1.714453,1.799219,156.459686,990.909973,40.200001,156.071732,22.342981,-140.009628,0,0,0,0,0,0,0,0,0
2,11350510,0.007,-139.745728,-1.389063,1.760938,158.494263,990.669983,40.200001,159.298355,27.603321,-139.769119,0,0,0,0,0,0,0,0,0
2,11350524,0.007,-139.190659,-0.508594,2.086329,162.566086,990.190002,40.200001,161.240097,29.555174,-139.36203,0,0,0,0,0,0,0,0,0
2,11350538,0.007,-138.750427,-0.010937,2.201172,164.603302,989.950012,40.200001,162.213501,29.080069,-138.804642,0,0,0,0,0,0,0,0,0
2,11350552,0.007,-137.640259,0.21875,3.02422,158.494263,990.669983,40.200001,161.586563,24.575653,-137.883698,0,0,0,0,0,0,0,0,0
2,11350566,0.007,-137.142609,0.639844,2.966798,165.961456,989.789978,40.189999,163.86702,27.51399,-137.312378,0,0,0,0,0,0,0,0,0
2,11350580,0.007,-137.372299,-0.221484,4.287501,161.548782,990.309998,40.200001,164.854752,27.047827,-137.347,0,0,0,0,0,0,0,0,0
2,11350594,0.007,-137.123474,0.046485,4.804298,169.018631,989.429993,40.189999,166.377838,28.039112,-137.195297,0,0,0,0,0,0,0,0,0
2,11350608,0.007,-136.587524,0.352735,4.55547,170.717636,989.22998,40.200001,168.297913,29.984802,-136.641403,0,0,0,0,0,0,0,0,0
2,11350622,0.007,-135.975037,0.142188,3.981251,169.018631,989.429993,40.189999,169.136307,29.151581,-136.018143,0,0,0,0,0,0,0,0,0
2,11350636,0.007,-135.707062,0.333594,2.909376,170.038559,989.309998,40.189999,168.953568,25.848921,-135.73465,0,0,0,0,0,0,0,0,0
2,11350650,0.007,-135.132843,0.103906,2.851954,173.095718,988.950012,40.189999,171.343124,29.035955,-135.206207,0,0,0,0,0,0,0,0,0
2,11350664,0.007,-134.616043,0.467578,2.450001,176.155533,988.590027,40.189999,173.446152,31.42729,-134.776428,0,0,0,0,0,0,0,0,0
2,11350678,0.007,-134.175812,0.888672,2.239454,177.175461,988.469971,40.189999,175.958878,34.72784,-134.261078,0,0,0,0,0,0,0,0,0
2,11350692,0.007,-133.850418,1.348047,1.856641,180.235275,988.109985,40.189999,179.00943,39.24424,-133.954865,0,0,0,0,0,0,0,0,0
2,11350703,0.011,-133.525024,1.864844,0.823047,187.718323,987.22998,40.169998,182.004349,44.238792,-133.652954,0,0,0,0,0,0,0,0,0
2,11350716,0.007,-133.142212,2.132813,0.708203,185.334946,987.51001,40.189999,182.762299,43.041428,-133.207504,0,0,0,0,0,0,0,0,0
2,11350730,0.007,-133.103928,1.826563,0.401953,191.800705,986.75,40.169998,187.433075,51.343735,-133.121033,0,0,0,0,0,0,0,0,0
2,11350744,0.007,-132.682846,1.788282,-0.555078,182.613358,987.830017,40.169998,184.852844,41.330051,-132.721771,0,0,0,0,0,0,0,0,0
2,11350758,0.007,-132.357452,1.328907,0.459375,185.334946,987.51001,40.189999,184.398407,36.978252,-132.405777,0,0,0,0,0,0,0,0,0
2,11350772,0.007,-132.070343,1.214063,-0.191406,185.675812,987.469971,40.169998,187.348679,41.139183,-132.100098,0,0,0,0,0,0,0,0,0
2,11350786,0.007,-131.553543,0.716407,-0.59336,193.843216,986.51001,40.169998,189.771149,43.972298,-131.637985,0,0,0,0,0,0,0,0,0
2,11350800,0.007,-131.572678,0.257031,-0.497656,193.843216,986.51001,40.169998,189.381042,39.76614,-131.574432,0,0,0,0,0,0,0,0,0
2,11350814,0.007,-131.266434,-0.642578,-0.842188,191.800705,986.75,40.169998,188.973282,35.633514,-131.349777,0,0,0,0,0,0,0,0,0
2,11350828,0.007,-130.845337,-0.853125,-0.669922,203.979156,985.320007,40.169998,193.860596,44.870155,-130.977997,0,0,0,0,0,0,0,0,0
