0.72112264,0.73485096,0.78547752,0.86394832,0.94186384,1.02037352
2.59650716,2.659536,2.8955636,3.21029004,3.54532076,3.89171872
5.5128196,5.6653152,6.2331644,6.9385828,7.639438,8.3026292
9.4160672,9.7022052,10.744696,12.070564,13.3432244,14.6054928
14.2660692,14.7309308,16.383068,18.5400444,20.5366492,22.6963688
19.8733988,20.6405388,23.0431244,26.54359717,29.9289592,32.22998
26.5093716,27.5962652,31.0355104,35.3124928,39.7112484,43.245652
34.040896,35.4464492,40.100752,44.996456,51.159856,56.234036
42.469088,44.316636,50.282116,56.622348,64.659028,70.904252
51.791436,54.163348,61.57682,69.532368,80.086256,87.504104
62.0092,65.000388,74.130456,83.86956,96.44942,106.205256
73.149816,76.8297,88.196368,101.217372,113.74422,128.387392
85.259336,89.876332,103.067112,116.884628,133.644288,149.67938
98.411584,104.098308,119.591808,135.785752,157.232292,174.406672
112.754312,119.733084,137.697992,156.5829,175.220976,201.434836
128.751724,137.227384,157.986312,179.677388,201.482804,231.197144
